question_number,question,correct_answer,source_folder,ai_answer_20260725_005651,ai_answer_20260725_011226,ai_answer_20260725_120724,ai_answer_20260725_132248,ai_answer_20260725_132835
1013,"Áp kế piston chuẩn (0,04–2) bar có những cấp chính xác nào?",A,public_test_fix,A,A,"A,B","A,B",B
1014,"Nếu chi tiết chưa được ràng buộc đầy đủ trong lắp ráp, hậu quả là gì?",D,public_test_fix,D,D,D,D,D
1015,"“Sàng lọc” (Seiri) và “Sắp xếp” (Seiton) khác nhau thế nào, và tác động gì đến môi trường làm việc?",C,public_test_fix,A,A,A,A,A
1016,Transistor thường được sử dụng trong ứng dụng nào?,C,public_test_fix,C,C,C,C,C
1017,nhu cầu dùng nước dài hạn (20 năm) đối với đô thị loại I là bao nhiêu lít/người-ngày,B,public_test_fix,B,B,"B,C",B,B
1018,"Theo Bảng 3, sai số trung phương (RMSE) và sai số tuyệt đối (MAE) của thuật toán nội suy Hồi quy tuyến tính (LR) lần lượt là bao nhiêu?",B,public_test_fix,B,B,"A,D",A,A
1019,Khái niệm nào mô tả một sự kiện ATTT có khả năng ảnh hưởng đáng kể đến hoạt động nghiệp vụ và đe dọa an toàn thông tin?,B,public_test_fix,B,B,B,B,B
1020,Ổ đỡ trong sơ đồ truyền động cơ khí có vai trò gì?,C,public_test_fix,C,C,"B,C",C,C
1021,Trình bày ưu và nhược điểm chính khi lựa chọn nhôm thay vì thép làm tấm định hình.,C,public_test_fix,C,C,C,C,C
1022,Máy X-quang kỹ thuật số (DR) 2 tấm cảm biến có tần số cao tần của tủ điều khiển và nguồn phát tia là bao nhiêu?,C,public_test_fix,C,A,C,B,B
1023,"Trong sơ đồ truyền động cơ khí, ký hiệu quy ước của ổ đỡ chặn là gì?",B,public_test_fix,B,B,B,B,B
1024,"Theo kết quả docking, dẫn xuất VK3 nào được nhận xét là có khả năng phá hủy sự kết tập của các Aβ peptid mạnh nhất?",A,public_test_fix,A,A,A,A,A
1025,"Theo Bảng 5.2, tổng công suất các nhà máy xử lý nước hiện có vào năm 2012 và dự kiến vào năm 2015 lần lượt là bao nhiêu?",C,public_test_fix,C,C,C,C,C
1026,"Nếu chỉ số giao hàng đúng hẹn đạt 70% và mục tiêu là 99%, vấn đề cải tiến nào cần thực hiện?",A,public_test_fix,A,A,A,A,A
1027,"Theo kế hoạch thực hiện dự án, thời gian để hoàn thành việc lựa chọn tư vấn là bao lâu?",B,public_test_fix,B,B,B,B,B
1028,"Dựa vào chi phí xây dựng cơ bản của 'Tuyến ống phân phối' theo mức giá tháng 3/2013 và tỷ lệ tăng giá 105% được nêu trong tài liệu, hãy tính toán chi phí xây dựng cơ bản đã được điều chỉnh của hạng mục này vào tháng 6/2014 (chỉ tính phần nội tệ).",D,public_test_fix,D,B,"B,C,D",A,A
1029,Những yêu cầu nào cần được đảm bảo khi lắp đặt trang thiết bị tại khoa xét nghiệm?,"A,B",public_test_fix,"A,B,D","A,B,D","A,B,D","A,B,D","A,B,D"
1030,"Khi đo độ dày của thép tấm theo tiêu chuẩn BS EN 10143:2006, khoảng cách tối thiểu từ mép đo là bao nhiêu? Đồng thời, đâu là ưu điểm chính của lõi polyurethane so với polystyrene trong panen sandwich?",C,public_test_fix,"A,C",C,C,A,A
1031,Khối lượng vận chuyển đất bằng ô tô tự đổ (ô tô 7T) cự ly 1km đầu và 3km tiếp theo trong phần móng lần lượt là bao nhiêu?,A,public_test_fix,A,"A,B,C,D",B,X,X
1032,Danh mục trong tài liệu Public_628 được trình bày theo các cột thông tin nào?,A,public_test_fix,A,A,A,A,A
1033,"Với mối hàn góc ngắt quãng, ngoài các kích thước cơ bản cần bổ sung thêm thông số nào?",D,public_test_fix,D,D,D,D,D
1034,"Một nhà thầu nộp hồ sơ với các nội dung sau:
- Đề xuất thời gian thi công 110 ngày và kèm biểu đồ tiến độ phù hợp;Có kế hoạch quản lý chất lượng và kế hoạch nghiệm thu phù hợp;
- Thời gian bảo hành cho toàn bộ công trình: 6 tháng, nhưng hệ thống đèn LED được bảo hành 5 năm;
- Thời gian phản hồi khi có yêu cầu bảo hành: 48 giờ.
- Theo tiêu chí đánh giá kỹ thuật trong hồ sơ, nhà thầu này sẽ được đánh giá là:",B,public_test_fix,A,B,"B,D",B,B
1035,"Trong công tác bảo dưỡng máy biến áp dầu, cần kiểm tra những hạng mục nào, và giá trị thí nghiệm dầu cách điện phải đạt bao nhiêu?",B,public_test_fix,B,B,B,B,B
1036,Điện trở suất của đồng đỏ là bao nhiêu?,A,public_test_fix,A,A,A,A,A
1037,"Khi vẽ biểu đồ phân bố, tại sao việc chọn độ rộng lớp hợp lý lại quan trọng?",B,public_test_fix,B,B,B,B,B
1038,"Khi trunk A gặp sự cố, trong bao lâu RCE sẽ chuyển sang trunk B?",C,public_test_fix,C,C,C,C,C
1039,Giá trị điện trở tiếp địa trạm biến áp cần đảm bảo ở mức nào theo quy định?,B,public_test_fix,B,B,B,A,A
1040,"Theo Bảng 2.7, tỉnh nào có số thôn chưa có điện cao nhất trong vùng TDMNPB?",C,public_test_fix,C,"A,B,C,D","B,C,D",C,A
1041,"So sánh dữ liệu trong Bảng 3.2 và Bảng 3.3, quá trình trimming (xử lý dữ liệu thô) đã ảnh hưởng đến dữ liệu giải trình tự như thế nào?",C,public_test_fix,C,C,"A,C",C,A
1042,"Nếu phân bố lệch nhiều sang bên trái, điều này ám chỉ gì về sản xuất?",A,public_test_fix,"A,C",A,"A,C",A,A
1043,Giải pháp bảo vệ thông tin cá nhân của người dùng cần đảm bảo điều kiện nào sau đây?,A,public_test_fix,"A,B,C",A,"A,B,C","A,C","A,C"
1044,"Trong số các mục tiêu được khảo sát, mục tiêu nào có hệ số tương quan (R) về năng lượng liên kết tốt nhất so với WT-Aβ40?",A,public_test_fix,A,A,A,A,A
1045,Thành phần đầu tiên trong lắp ráp thường phải được gán trạng thái gì?,A,public_test_fix,A,A,A,A,A
1046,Có tổng cộng bao nhiêu điểm độ cao hạng IV được sử dụng để khảo sát độ chính xác đo cao GPS?,D,public_test_fix,D,D,D,D,D
1047,Chi phí xây dựng cơ bản đã được điều chỉnh (theo mức giá tháng 6/2014) cho hạng mục Hồ điều tiết và hạng mục Đền bù và giải tỏa là bao nhiêu?,A,public_test_fix,C,C,"A,C",A,A
1048,Biểu đồ phân bố lần đầu tiên do ai sử dụng và vào năm nào?,B,public_test_fix,B,B,B,B,B
1049,"Theo Bảng 5.9, công suất xử lý thiết kế của Bể lọc cát nhanh trong Giai đoạn IA là bao nhiêu?",C,public_test_fix,C,C,C,A,C
1050,"Nếu tốc độ truyền của mạng cáp quang là 100 Mbps, trong 10 giây có thể tải về bao nhiêu MB dữ liệu (giả sử 1 Byte = 8 bit)?",D,public_test_fix,D,D,D,D,D
1051,"Nội dung chính của tài liệu ""TIÊU CHUẨN TRỤC NƯỚC CHỮA CHÁY"" là gì?",C,public_test_fix,C,C,C,C,C
1052,Chỉ tiêu phụ tải sinh hoạt (W/người) giai đoạn dài hạn đối với đô thị loại đặc biệt là bao nhiêu?,C,public_test_fix,C,A,C,C,A
1053,"Nội dung chính của tài liệu ""GIẢI PHÁP PHÁT TRIỂN THÀNH PHỐ THÔNG MINH TỈNH BẮC GIANG"" là gì?",C,public_test_fix,C,C,C,C,C
1054,"Theo kết quả phân tích hồi quy tổng hợp, chiến lược cạnh tranh nào có tác động lớn nhất đến hiệu quả kinh doanh của các doanh nghiệp thực phẩm Việt Nam (dựa trên hệ số Beta)?",A,public_test_fix,A,A,"A,B,C",A,B
1055,"Nếu dòng điện cực đại của nguồn 230 VAC là 0.25 A, công suất tiêu thụ cực đại của RCE khoảng bao nhiêu?",B,public_test_fix,B,B,B,B,B
1056,"Trong quy trình quản lý trang thiết bị, tủ lạnh cần được theo dõi nhiệt độ với tần suất như thế nào, và pipet được hiệu chuẩn định kỳ theo chu kỳ bao lâu?",A,public_test_fix,"A,C",A,"A,C",A,A
1057,Có bao nhiêu bước chính trong quá trình triển khai hệ thống ảo hóa được nêu trong tài liệu Public_609?,D,public_test_fix,C,C,B,A,B
1058,Tóm tắt các loại cáp quang phổ biến và ứng dụng của chúng.,A,public_test_fix,A,A,A,A,A
1059,"Nếu tổ chức chỉ thực hiện S1 và S2 mà bỏ qua các S khác, hậu quả là gì?",A,public_test_fix,A,A,A,A,A
1060,Nếu bạn muốn thiết kế mạch điều chỉnh độ sáng đèn thì linh kiện nào phù hợp nhất?,B,public_test_fix,B,B,B,B,B
1061,Có bao nhiêu nhóm chỉ tiêu cấp điện chính được quy định,B,public_test_fix,B,B,"B,C,D",A,C
1062,"Bình chuẩn dung tích kim loại 10L - CCX ≤ 0,02 có số lượng tối đa là bao nhiêu?",C,public_test_fix,C,C,C,C,C
1063,Công cụ Drive Constraint có tác dụng gì trong lắp ráp?,B,public_test_fix,B,B,"B,C",B,B
1064,Cáp quang được chia thành mấy loại chính?,A,public_test_fix,A,A,A,A,A
1065,"Theo tài liệu, quá trình kiểm tra chữ ký số gồm bước so sánh hai chuỗi đại diện MD1 và MD2. Nếu một kẻ tấn công thay đổi nội dung thông điệp trong quá trình truyền nhưng không có khóa riêng của người gửi, điều gì sẽ xảy ra?",B,public_test_fix,B,B,B,B,B
1066,Các loại vật liệu lõi thường dùng cho panen sandwich là gì?,D,public_test_fix,D,D,D,D,D
1067,Tóm tắt các đặc tính nổi bật của hệ thống báo cháy không dây WSD-1.,C,public_test_fix,C,C,"B,C",C,C
1068,"Khi dùng Angle Constraint bạn cần chỉ định những gì, và Drive Constraint được dùng để làm gì trong mô phỏng lắp ráp?",A,public_test_fix,A,A,A,A,A
1069,Hãy tóm tắt quy trình cài đặt RCE từ khi lắp đặt đến khi thiết bị sẵn sàng hoạt động.,D,public_test_fix,D,D,D,D,D
1070,"Theo tiêu chuẩn đánh giá kỹ thuật trong hồ sơ dự thầu, thời gian thi công tối đa được chấp nhận là bao nhiêu ngày (không tính trường hợp bất khả kháng)?",C,public_test_fix,C,C,C,C,C
1071,Đâu là nhận định tổng quan đúng nhất về thực trạng phát triển nguồn cung sản phẩm năng lượng tái tạo tại vùng Trung du miền núi phía Bắc được nêu trong tài liệu?,C,public_test_fix,C,C,C,C,C
1072,"Quy trình giám sát, xử lý và ứng cứu sự cố an toàn thông tin gồm có bao nhiêu bước?",C,public_test_fix,B,B,B,B,B
1073,Có bao nhiêu chủng nấm men được lựa chọn để tiến hành các thí nghiệm tiếp theo sau khi đánh giá hoạt lực lên men và khả năng tạo hương?,C,public_test_fix,C,C,"C,D",A,A
1074,Biểu đồ phân bố hỗ trợ đánh giá năng lực quá trình như thế nào?,C,public_test_fix,C,C,C,C,C
1075,"Theo tiêu chuẩn BS EN 10143:2006, việc đo độ dày thép cần cách mép bao nhiêu mm?",B,public_test_fix,B,B,B,B,B
1076,Toyota Raize 2024 được trang bị những hệ thống an toàn nào?,C,public_test_fix,C,C,C,C,C
1077,Giá bán lẻ niêm yết thấp nhất của Toyota Raize 2024 là bao nhiêu?,B,public_test_fix,B,B,"B,C,D",B,B
1078,Vì sao then hoa có khả năng truyền mômen lớn hơn then thường?,B,public_test_fix,B,B,B,B,B
1079,"So với mối ghép bằng then, mối ghép then hoa có ưu điểm gì trong sản xuất hàng loạt?",D,public_test_fix,D,D,D,D,D
1080,Bộ lọc thấp và bộ lọc cao cho phép tần số như thế nào?,A,public_test_fix,A,A,"A,B",A,A
1081,Tóm tắt mục đích của phần thực hành trong tài liệu Public_478.,A,public_test_fix,A,C,"A,C,D",A,A
1082,"Trong nhóm bánh răng trụ, có những loại nào và ưu điểm chung của chúng là gì?",B,public_test_fix,A,B,"A,B,C",B,B
1083,Tủ điện định kỳ được Phòng Dịch vụ Trung tâm Dữ liệu (DV TTDL) phối hợp lập kế hoạch bảo dưỡng theo chu kỳ bao lâu?,B,public_test_fix,B,B,B,B,B
1084,"Dựa trên mô tả quá trình cấp và sử dụng chứng chỉ số trong PKI, đâu là ý nghĩa cốt lõi hoặc vai trò chính của quá trình này?",B,public_test_fix,B,B,B,B,B
1085,Mạng cáp quang FTTH là gì và có ưu điểm nổi bật nào so với cáp đồng truyền thống?,C,public_test_fix,C,C,C,C,C
1086,Tại sao trong mô hình hạ tầng ban đầu (chưa ảo hóa) mỗi dịch vụ thường chạy trên một server vật lý riêng biệt?,B,public_test_fix,B,B,B,B,B
1087,"Trong hệ thống yêu cầu truyền động chính xác, không trượt, nên chọn bộ truyền nào?",C,public_test_fix,C,C,C,C,C
1088,Ưu điểm nổi bật của Toyota Raize trong phân khúc SUV cỡ nhỏ là gì?,A,public_test_fix,A,A,A,A,A
1089,Nguồn điện AC mà RCE hỗ trợ nằm trong dải nào?,B,public_test_fix,B,B,B,B,B
1090,Phím tắt nào dùng để mở tập tin trong PowerPoint?,A,public_test_fix,A,A,A,A,A
1091,Tỉnh nào sau đây có số lượng nhà máy thủy điện công suất vừa và nhỏ nhiều nhất trong vùng TDMNPB?,C,public_test_fix,C,C,C,B,C
1092,Mục đích chính của Ghi nhớ kỹ thuật này là gì?,D,public_test_fix,D,D,D,D,D
1093,"Khi lựa chọn sản phẩm để lập sơ đồ chuỗi giá trị, doanh nghiệp nên ưu tiên loại nào?",A,public_test_fix,A,A,A,A,A
1094,"Chức năng quản lý website trong Web2S_V23.10 cho phép người dùng thực hiện những thao tác nào, và công cụ quản lý tài chính trong hệ thống hỗ trợ ra sao?",A,public_test_fix,A,A,A,A,A
1095,"Để xóa một Slide, người dùng có thể thực hiện thao tác nào sau đây?",B,public_test_fix,B,B,B,B,B
1096,Kích thước a trong ký hiệu mối hàn thường chỉ gì?,C,public_test_fix,C,C,C,C,C
1097,Mục đích chính của việc quy định dung sai cho kích thước và hình dạng trong kết cấu thép là gì?,C,public_test_fix,"C,D",C,C,C,C
1098,"Những linh kiện nào có thể lưu trữ nănLinh kiện nào có chức năng khuếch đại tín hiệu và có hai loại chính là BJT và FET, đồng thời được xem như nền tảng của mạch logic hiện đại?g lượng?",D,public_test_fix,A,D,"A,D",D,D
1099,Loại then nào thường dùng trong mối ghép tháo lắp?,B,public_test_fix,B,B,"B,C","B,C",B
1100,Những thí nghiệm nào cần thực hiện đối với cuộn dây máy biến áp trong bảo trì định kỳ,"C,D",public_test_fix,"A,C,D","A,C,D","A,B,C,D","A,B,C,D",A
1101,"Nếu một doanh nghiệp thường xuyên làm việc ngoài văn phòng nhưng cần truy cập tài liệu chung, Cloud Service Hub mang lại lợi ích nào quan trọng nhất?",C,public_test_fix,B,B,B,B,B
1102,Tại sao 5S được xem là nền tảng của quản lý trực quan trong doanh nghiệp?,B,public_test_fix,B,B,B,B,B
1103,"Nếu tồn kho bán thành phẩm quá lớn, giải pháp Lean đề xuất từ VSM là gì?",D,public_test_fix,D,D,D,D,D
1104,"Theo báo cáo, lý do chính khiến tỷ lệ các unigene không được chú giải chức năng tương đối cao là gì?",D,public_test_fix,D,D,D,D,D
1105,"Tại sao cần sử dụng phân tích Pareto khi chọn dòng sản phẩm, và kết quả mang lại là gì?",C,public_test_fix,C,C,C,C,C
1106,"Vì sao cần phân loại lỗ hổng ATTT theo các mức độ (nghiêm trọng, cao, trung bình, thấp) trong quy trình quản lý?",A,public_test_fix,A,A,A,A,A
1107,"Trong hồ sơ dự thầu, yêu cầu về tiến độ thi công cần đảm bảo những tiêu chuẩn nào, và yêu cầu về an toàn lao động – phòng cháy chữa cháy cần được đáp ứng ra sao?",A,public_test_fix,A,A,A,A,A
1108,"Trong giải pháp ảo hóa hạ tầng CNTT, mục tiêu loại bỏ những hạn chế nào, và phần mềm nào đóng vai trò trung tâm trong việc quản lý toàn bộ hệ thống ảo hóa?",A,public_test_fix,A,A,A,A,A
1109,"Máy X-quang di động DR có trữ lượng nhiệt của anode là bao nhiêu, và máy X-quang DR 2 tấm cảm biến có trữ lượng nhiệt anode là bao nhiêu?",C,public_test_fix,A,A,B,B,B
