Question,A,B,C,D,source_folder,num_answers
"Theo tài liệu Public_276, mục đích của việc nâng cấp chức năng quản lý hạn mức công nợ/sản lượng bưu tá là gì?",Tăng tốc độ nhập dữ liệu trên App KH,"Hỗ trợ TTVH và TBC quản lý, phân bổ và kiểm soát hạn mức công nợ/sản lượng minh bạch",Giảm số lượng vận đơn phát sinh lỗi hệ thống,Tự động xóa dữ liệu cũ khi có dữ liệu import mới,train_fix,1
Tên kiểu dữ liệu của ký tự ASCII và ký tự Unicode lần lượt là?,char và wchar,char_t và wchar_t,char và wchar_t,char_t và wchar,train_fix,1
Văn bản phân biệt “di chuyển cơ sở dữ liệu” và “sao chép cơ sở dữ liệu” như thế nào?,"Di chuyển là quá trình nhiều lần, sao chép là một lần duy nhất","Di chuyển là một lần chuyển toàn bộ, sao chép là liên tục duy trì đồng bộ","Di chuyển dùng cho dữ liệu nhỏ, sao chép cho dữ liệu lớn","Di chuyển chỉ áp dụng với PostgreSQL, sao chép chỉ áp dụng với MySQL",train_fix,1
"Một tụ điện phẳng có A = 10 m², d = 5 m, điện môi là không khí (εr = 1). Hãy tính điện dung C.","1,77 × 10⁻¹² F","8,85 × 10⁻¹² F","8,85 × 10⁻¹¹ F","1,77 × 10⁻¹¹ F = 17,7 pF",train_fix,1
Đâu là điểm chung giữa Merge Sort và Quick Sort? Chọn một đáp án,Độ phức tạp trung bình O(N^2),"Ở mỗi bước chia nhỏ, luôn đảm bảo hai mảng con cùng độ dài",Sử dụng tư tưởng chia để trị,Đều là các thuật toán sắp xếp ổn định (bảo toàn thứ tự xuất hiện các phần tử bằng nhau),train_fix,1
Nội dung chính của tài liệu tập trung vào vấn đề gì?,"Hệ gợi ý tuần tự và các mô hình hiện đại (GRU4Rec, SASRec, BERT4Rec)",Các thuật toán phân loại trong Machine Learning,Hệ thống cơ sở dữ liệu phân tán,Mạng nơ-ron tích chập (CNN) trong thị giác máy tính,train_fix,1
Thành phần nào có chức năng giao tiếp giữa máy tính và đường truyền trong mạng máy tính?,Bộ định tuyến (Router),Vỉ mạng (Network Interface Card – NIC),Thiết bị đầu cuối (Terminal),Phần mềm ứng dụng,train_fix,1
"Trong bốn phương pháp đánh giá rủi ro, phương pháp nào đòi hỏi chi phí lớn về thời gian, nguồn lực và yêu cầu chuyên gia có trình độ cao?", Phương pháp đường cơ sở,Phương pháp không chính thức,Phương pháp phân tích chi tiết rủi ro , Phương pháp kết hợp,train_fix,1
Ai là người phát minh ra pin điện đầu tiên vào năm 1800?,Michael Faraday,Alessandro Volta,Benjamin Franklin,Thomas Edison,train_fix,1
"Hãy xác định (i) phần mềm độc hại nào thường giả danh chương trình có ích để lừa người dùng, và (ii) ví dụ một hình thức lây nhiễm đặc trưng của nó.


",Trojan horse; thay đổi quyền truy nhập file và thư mục , Logic bomb; phát nổ khi đạt số lần đăng nhập,Rootkit; tự động nhân bản sang chương trình khác,"
Adware; hiển thị quảng cáo khi mở email",train_fix,1
Quá trình thêm tạp chất vào chất bán dẫn để cải thiện tính dẫn điện gọi là gì?,Ion hóa,Doping,Khuếch tán,Tái hợp,train_fix,1
"Khi công ty có một nhóm QA/Tester với background là ít kỹ năng lập trình, theo bạn thì lựa chọn công cụ nào phù hợp nhất để phù hợp với đội nhóm cho việc kiểm thử tự động?","Công cụ kiểm thử tự động, từ miễn phí (Open Source, Freeware). Chẳng hạn Opensource có thể kể đến như: Selenium IDE, Selenium WebDriver, Appium, Cucumber, hay có License như: Postman, Katalon, akaAT, …","Các công cụ như Visual Studio, IntelliJ IDEA, Eclipse, và Code Editor","Các công cụ có trả phí (License) thường cung cấp giao diện trực quan cùng các tiện ích và nhiều tính năng hỗ trợ tối đa cho người dùng có thể tạo ra kịch bản nhanh chóng, chỉ phải kéo thả, Record và config. ","Các công cụ như Jira, Trello, các công cụ quản lý kiểm thử như TestLink, Zephyr, TestRail",train_fix,1
Nội dung chính của phần yêu cầu chung đối với kết cấu bê tông và bê tông cốt thép trong TCVN 5574:2018 là gì?,Hướng dẫn chi tiết về phương pháp thí nghiệm cường độ bê tông,"Quy định các yêu cầu về an toàn, điều kiện sử dụng, độ bền lâu, yêu cầu cấu tạo và tính toán",Chỉ quy định về cốt thép dự ứng lực,Các yêu cầu bảo trì công trình sau khi hoàn thành,train_fix,1
BERT4Rec sử dụng mục tiêu huấn luyện nào để dự đoán sản phẩm bị ẩn?,Next-item prediction,Sequence classification,Cloze objective (masking),Contrastive loss,train_fix,1
"Theo tài liệu Public_091, những xu hướng nghiên cứu nào giúp tăng tính ổn định của pin thể rắn?",Chất điện phân lai gốm–polymer,Dùng dầu cách điện,Giảm điện áp,Hạn chế năng lượng tái tạo,train_fix,1
Vì sao kẻ tấn công lại có thể lợi dụng TCP handshake để thực hiện SYN flood attack?,"Vì server dành tài nguyên ngay sau gói SYN mà không giới hạn số lượng, dẫn đến cạn kiệt khi bị flood.",Vì TCP handshake yêu cầu truyền HTTP GET ngay lập tức.,Vì client luôn có thể bỏ qua bước ACK mà server vẫn kết nối.,Vì giao thức HTTP dễ bị giả mạo hơn TCP.,train_fix,1
Thuật toán Q-Learning là thuộc loại nào trong học tăng cường?,On-policy,Off-policy,Hybrid-policy,None of the above,train_fix,1
Công nghệ nào giúp tập trung tín hiệu và tăng hiệu quả sử dụng phổ tần trong 5G?,Edge Computing,Network Function Virtualization,Beamforming,TTL,train_fix,1
"Theo tài liệu Public_163, phiên bản chính thức mới nhất của SSL và TSL được phát hành vào những năm nào?",1993 và 1999,1996 và 2008,1995 và 2005,1996 và 2017,train_fix,1
Số lượng mô hình phòng thủ phổ biến trong an toàn mạng được đề cập trong tài liệu Public_253 là bao nhiêu?,1,2,3,4,train_fix,1
"Trong tài liệu có nêu: vi rút, sâu và zombie đều có khả năng tự lây nhiễm (self-infection/self-replicate). Nếu hệ thống bị nhiễm cả vi rút và sâu, nguy cơ nào là đáng lo ngại nhất?", Chúng chỉ lây nhiễm nếu người dùng mở file đính kèm nên có thể tránh được dễ dàng," Có thể tạo thành chuỗi lây lan nhanh chóng, vừa lây qua file vừa lây qua mạng, khiến tốc độ lan truyền tăng mạnh ","Chỉ làm hệ thống khởi động chậm hơn, không ảnh hưởng đến dữ liệu", Virus và sâu thường loại trừ nhau nên không thể đồng thời tồn tại,train_fix,1
"Qua việc so sánh DES, 3-DES và AES, có thể rút ra nhận định tổng quan nào về xu hướng phát triển của các giải thuật mã hóa khóa đối xứng?","Tăng dần kích thước khóa và số vòng lặp để nâng cao an toàn, đồng thời thiết kế tối ưu hơn cho tốc độ thực thi ",Giảm dần kích thước khóa để thuận tiện trong quản lý,Giữ nguyên kiến trúc DES và chỉ thay đổi cách sinh khóa phụ,"Tập trung vào giảm số vòng lặp để tăng tốc độ, bất chấp độ an toàn ",train_fix,1
Giải pháp nào giúp bảo vệ dữ liệu nhạy cảm trên blockchain?,Proof of Work,Open Wi-Fi,Public Key Publication,Mã hóa và quyền truy cập theo vai trò,train_fix,1
"Trong tài liệu Public_122, thuật toán được mô tả khôi phục chi tiết vùng tối bị mất bằng thành phần nào?",Forward Illumination (Lf),Reverse Illumination (Lr),Weight map từ ảnh gốc,Gaussian filter smoothing,train_fix,1
"Nếu trong mạch lọc nguồn ta thay tụ hóa phân cực bằng tụ gốm không phân cực, điều gì có khả năng xảy ra?",Mạch vẫn hoạt động bình thường không thay đổi,Khả năng lọc kém vì tụ gốm có điện dung nhỏ hơn,Mạch bị ngắn mạch ngay lập tức,Tụ gốm phát nổ vì sai cực tính,train_fix,1
"Trung tâm dữ liệu đã có tường lửa, IDS/IPS và sao lưu định kỳ. Sự cố gần đây cho thấy một máy chủ bị cài mã độc qua tài khoản quản trị mặc định của thiết bị IoT trong mạng nội bộ. Nếu chỉ được chọn một biện pháp bổ sung ngay lập tức, biện pháp nào giảm nguy cơ lặp lại sự cố tương tự một cách trực tiếp và hiệu quả nhất?",Triển khai sao lưu bất biến và diễn tập khôi phục hàng quý; cài EDR trên máy chủ để phát hiện hành vi bất thường,"Chuẩn hoá chính sách quản lý truy nhập nội bộ: bắt buộc thay đổi/luân chuyển mật khẩu mặc định và áp dụng ít đặc quyền cho tài khoản quản trị; cô lập IoT vào VLAN/NAC, chỉ cho phép quản trị từ mạng quản trị riêng, bật ghi log và giám sát tương ứng.","Củng cố lớp biên Internet: bắt buộc TLS 1.3, bật HSTS/CSP, đóng các cổng không dùng ở tường lửa, triển khai WAF cho ứng dụng web đối ngoại.","Tăng cường an ninh vật lý: kiểm soát ra vào đa nhân tố, camera giám sát, niêm phong cổng USB, kiểm kê tài sản định kỳ",train_fix,1
"Theo tài liệu Public_177, dạng ngôn ngữ truy vấn nào được khuyến nghị cho các nhà phân tích dữ liệu khi làm việc với dữ liệu quan hệ có cấu trúc?", NoSQL,SQL,MySQL,MongoDB,train_fix,1
Kiến trúc sư đám mây (Cloud Architect) là ai?,Là người trực tiếp phát triển phần mềm ứng dụng trên thiết bị di động,"Là chuyên gia CNTT giám sát chiến lược điện toán đám mây, bao gồm thiết kế, triển khai, quản lý và đảm bảo phù hợp với nhu cầu kinh doanh",Là nhân sự chịu trách nhiệm vận hành trung tâm dữ liệu vật lý của doanh nghiệ,Là người chuyên viết mã nguồn hệ điều hành cho máy chủ,train_fix,1
"Trong tài liệu Public_058, các hành vi ""được đặc tả"" và ""được kiểm thử"" được định nghĩa thuộc tập nào?",T và T,P và S,T và P,S và T,train_fix,1
Nội dung chính của phần 2 của tài liệu Public_121 là gì?,So sánh các hàm đánh giá mô hình MLL,Giới thiệu các hàm/đo độ đánh giá mô hình MLL,Phương pháp chung đánh giá các mô hình MLL,Tất cả các phương án trên,train_fix,1
Hệ điều hành nào thường lưu mật khẩu trong tiến trình LSASS?,Linux,Windows,macOS,Android,train_fix,1
Đâu không phải thuật toán tìm kiếm được nêu trong tài liệu?,Tìm kiếm tuyến tính,Tìm kiếm nhị phân,Tìm kiếm heurestic,Tìm kiếm nội suy,train_fix,1
Vai trò của sắp xếp đối với hiệu quả của quá trình tìm kiếm dữ liệu là gì?,Không,Có,,,train_fix,1
Điểm nào dưới đây là điểm chung cho hầu hết các hình thức biểu diễn mô hình dữ liệu?,Các hình thức dùng đồ thị luôn cho ra một đồ thị có hướng không chu trình (DAG),"Các hình thức luôn rất phức tạp, loằng ngoằng",Được biểu diễn xoay quanh phép logic kéo theo và hệ thống biến - chuyển,Không có điểm chung nào thống nhất các hình thức,train_fix,1
"Vào ngày 25 tháng 11 năm 2024, TrendMicro đã công bố một bài blog mô tả chi tiết về threat actor. Bài blog này chủ yếu sử dụng tên nào để gọi nhóm đó?",Bronze Butler,Mustang Panda,Earth Estries,TrendMicro,train_fix,1
Nguồn điện nào thường tạo ra điện áp một chiều (DC)?,Pin và máy phát DC,Máy biến áp,Máy phát xoay chiều,Ổn áp xoay chiều,train_fix,1
"Nếu một nhân viên IT bất mãn cài Logic bomb trong hệ thống công ty để tự động xóa dữ liệu khi bị sa thải, biện pháp quản trị nội bộ nào là quan trọng nhất để ngăn chặn nguy cơ này?",Chỉ dùng phần mềm diệt virus miễn phí,"Kiểm soát quyền truy cập, rà soát mã nguồn, và phân quyền hợp lý cho nhân viên",Tắt hết dịch vụ mạng trong nội bộ,Không cho phép nhân viên cài bất kỳ phần mềm nào,train_fix,1
Đơn vị chuẩn của thời gian (giây) hiện nay được định nghĩa dựa trên:,Dao động của con lắc chuẩn,Dao động của nguyên tử Cesium-133,Chu kỳ quay của Trái đất quanh Mặt Trời,Khoảng thời gian ánh sáng đi hết 1 mét,train_fix,1
Mục tiêu chính của việc chia tập dữ liệu theo tỉ lệ 70/15/15 trong huấn luyện mô hình là gì?,Giảm chi phí lưu trữ dữ liệu,"Đảm bảo có tập huấn luyện, kiểm định và kiểm tra cân bằng",Tăng tốc độ suy luận,Tự động hóa quá trình gắn nhãn,train_fix,1
Thách thức lớn nhất của biocomputing hiện nay là gì?,Tốc độ tính toán chậm và chi phí tổng hợp DNA cao,Không thể nhân bản DNA,Thiếu enzyme trong tự nhiên,Không thể lưu trữ dữ liệu số,train_fix,1
Loại tấn công nào gửi nhiều HTTP request làm quá tải server?,SYN Floods,Smurf Attacks,HTTP Floods,Ping Floods,train_fix,1
Văn bản chủ yếu tập trung nghiên cứu vấn đề gì?,So sánh các mô hình deep learning khác nhau,Song song hóa SGD trong môi trường HPC với thiết kế tập trung và phân tán,Ứng dụng reinforcement learning trong HPC,Tối ưu hóa inference thời gian thực,train_fix,1
Nội dung chính của bài báo Public_006 là gì?,Trình bày ứng dụng CNTT trong giảng dạy trực tuyến,"Phân tích thực trạng và đề xuất giải pháp ứng dụng công nghệ số trong công tác quản trị đại học ở Việt Nam, hướng tới đại học số",Tổng quan về cách mạng công nghiệp 4.0,Nghiên cứu vai trò của AI trong giáo dục,train_fix,1
